Dairy,butter,egg,milk,parmesan,cheddar,sour cream,cream cheese,mozarella,yogurt,feta,ricotta
Vegetables,onion,garlic,tomato,potato,carrot,bell pepper,basil,parsley,broccoli,corn,spinach,mushroom,rosemary
Fruits,lemon,apple,banana,lime,strawberry,orange,pineapple,blueberry,watermelon,grape,raisin,coconut
Meat,pork,beef,chicken,turkey,ham
Fish,tuna,salmon,anchovy,sardines,sea bass,caviar,carp
Baking & Grains,rice,pasta,flour,bread,baking powder,cocoa,noodle,ramen,baguette,croissants
